Fwd_rate	Rev_rate	Net_Rate	PEI	Reaction_String
0.000653947	9.99147E-08	6.54E-04	1.00E+00	R126 <=> R266
0.000653947	0.000570681	8.33E-05	5.34E-01	R127 <=> R273
0.000653947	1.86741E-11	6.54E-04	1.00E+00	R128 <=> R374
0.000653947	1.53437E-08	6.54E-04	1.00E+00	R129 <=> R261
0.000653947	0.000110919	5.43E-04	8.55E-01	R130 <=> R55
0.000653947	0.000653947	0.00E+00	5.00E-01	R130 <=> R130
0.000653947	1.5971E-05	6.38E-04	9.76E-01	R132 <=> R56
0.000653947	1.22883E-06	6.53E-04	9.98E-01	R133 <=> R242
0.000653947	5.12974E-05	6.03E-04	9.27E-01	R136 <=> R141
0.000653947	1.31319E-07	6.54E-04	1.00E+00	R137 <=> R281
0.000653947	2.97592E-07	6.54E-04	1.00E+00	R138 <=> R251
0.000653947	1.74486E-06	6.52E-04	9.97E-01	R139 <=> R269
0.000653947	0.000128751	5.25E-04	8.36E-01	R140 <=> R70
0.000653947	0.014913248	-1.43E-02	4.20E-02	R140 <=> R189
0.000653947	7.29061E-05	5.81E-04	9.00E-01	R142 <=> R71
0.000653947	6.70777E-08	6.54E-04	1.00E+00	R143 <=> R370
0.000653947	1.39068E-09	6.54E-04	1.00E+00	R146 <=> R160
0.000653947	3.83289E-07	6.54E-04	9.99E-01	R147 <=> R293
0.000653947	2.79719E-05	6.26E-04	9.59E-01	R148 <=> R372
0.000653947	9.50443E-06	6.44E-04	9.86E-01	R149 <=> R282
0.000653947	2.60142E-06	6.51E-04	9.96E-01	R149 <=> R205
0.000653947	3.09363E-08	6.54E-04	1.00E+00	R151 <=> R283
0.000653947	2.52664E-08	6.54E-04	1.00E+00	R154 <=> R312
0.000653947	5.0569E-08	6.54E-04	1.00E+00	R155 <=> R297
0.000653947	0.000286452	3.67E-04	6.95E-01	R156 <=> R290
0.000653947	8.37092E-06	6.46E-04	9.87E-01	R156 <=> R212
0.000653947	9.34828E-06	6.45E-04	9.86E-01	R158 <=> R291
0.000653947	0.009233196	-8.58E-03	6.61E-02	R159 <=> R78
0.000653947	2.20806E-05	6.32E-04	9.67E-01	R159 <=> R198
0.000653947	7.68323E-05	5.77E-04	8.95E-01	R161 <=> R79
0.000653947	1.71777E-06	6.52E-04	9.97E-01	R162 <=> R371
0.000653947	16.43435338	-1.64E+01	3.98E-05	R163 <=> R61
0.000653947	0.4978066	-4.97E-01	1.31E-03	R163 <=> R95
0.000653947	8.54878E-05	5.68E-04	8.84E-01	R165 <=> R62
0.000653947	1.44069E-05	6.40E-04	9.78E-01	R168 <=> R150
0.000653947	2.9033E-08	6.54E-04	1.00E+00	R169 <=> R277
0.000653947	0.000247917	4.06E-04	7.25E-01	R170 <=> R65
0.000653947	2.30598E-06	6.52E-04	9.96E-01	R170 <=> R134
0.000653947	8.08326E-06	6.46E-04	9.88E-01	R172 <=> R66
0.000653947	5.31454E-08	6.54E-04	1.00E+00	R175 <=> R157
0.000653947	9.88314E-09	6.54E-04	1.00E+00	R176 <=> R288
0.000653947	2.86756E-05	6.25E-04	9.58E-01	R189 <=> R140
0.000653947	0.019367546	-1.87E-02	3.27E-02	R198 <=> R159
0.000653947	0.000653947	0.00E+00	5.00E-01	R198 <=> R198
0.000653947	1.63728E-05	6.38E-04	9.76E-01	R202 <=> R311
0.000653947	0.000102479	5.51E-04	8.65E-01	R202 <=> R226
0.000653947	0.164389893	-1.64E-01	3.96E-03	R205 <=> R149
0.000653947	0.012601883	-1.19E-02	4.93E-02	R205 <=> R97
0.000653947	0.051087198	-5.04E-02	1.26E-02	R212 <=> R156
0.000653947	7.98713E-06	6.46E-04	9.88E-01	R212 <=> R144
0.000653947	0.004173008	-3.52E-03	1.35E-01	R226 <=> R202
0.000653947	0.000633803	2.01E-05	5.08E-01	R226 <=> R103
0.000653947	0.000653947	0.00E+00	5.00E-01	R233 <=> R233
0.000653947	0.479815238	-4.79E-01	1.36E-03	R233 <=> R323
0.000653947	0.002752989	-2.10E-03	1.92E-01	R241 <=> R20
0.000653947	0.000416976	2.37E-04	6.11E-01	R241 <=> R122
0.000653947	0.348011954	-3.47E-01	1.88E-03	R242 <=> R133
0.000653947	0.001561768	-9.08E-04	2.95E-01	R242 <=> R106
0.000653947	0.880738756	-8.80E-01	7.42E-04	R243 <=> R338
0.000653947	0.143722587	-1.43E-01	4.53E-03	R243 <=> R282
0.000653947	5.836328216	-5.84E+00	1.12E-04	R244 <=> R342
0.000653947	0.01676211	-1.61E-02	3.75E-02	R244 <=> R290
0.000653947	1.535462358	-1.53E+00	4.26E-04	R245 <=> R115
0.000653947	2.694191541	-2.69E+00	2.43E-04	R245 <=> R78
0.000653947	46.92021113	-4.69E+01	1.39E-05	R246 <=> R22
0.000653947	0.003526239	-2.87E-03	1.56E-01	R246 <=> R96
0.000653947	0.013428008	-1.28E-02	4.64E-02	R248 <=> R111
0.000653947	3.360053853	-3.36E+00	1.95E-04	R248 <=> R61
0.000653947	13.82347583	-1.38E+01	4.73E-05	R250 <=> R23
0.000653947	0.000684109	-3.02E-05	4.89E-01	R250 <=> R135
0.000653947	1.437023199	-1.44E+00	4.55E-04	R251 <=> R138
0.000653947	0.000280453	3.73E-04	7.00E-01	R251 <=> R108
0.000653947	1.897404004	-1.90E+00	3.45E-04	R253 <=> R112
0.000653947	0.021234409	-2.06E-02	2.99E-02	R253 <=> R65
0.000653947	0.074160444	-7.35E-02	8.74E-03	R254 <=> R352
0.000653947	0.779278654	-7.79E-01	8.38E-04	R254 <=> R296
0.000653947	262.2505821	-2.62E+02	2.49E-06	R255 <=> R24
0.000653947	1.062617249	-1.06E+00	6.15E-04	R255 <=> R98
0.000653947	4.90808E-05	6.05E-04	9.30E-01	R256 <=> R333
0.000653947	3.91073E-06	6.50E-04	9.94E-01	R256 <=> R276
0.000653947	0.341351521	-3.41E-01	1.91E-03	R258 <=> R25
0.000653947	2.91318E-06	6.51E-04	9.96E-01	R258 <=> R145
0.000653947	0.001322145	-6.68E-04	3.31E-01	R259 <=> R355
0.000653947	1.53231E-05	6.39E-04	9.77E-01	R259 <=> R302
0.000653947	0.00328805	-2.63E-03	1.66E-01	R260 <=> R341
0.000653947	0.123362156	-1.23E-01	5.27E-03	R260 <=> R287
0.000653947	27.87112946	-2.79E+01	2.35E-05	R261 <=> R129
0.000653947	0.001295645	-6.42E-04	3.35E-01	R261 <=> R104
0.000653947	0.109452803	-1.09E-01	5.94E-03	R262 <=> R379
0.000653947	2.48637E-05	6.29E-04	9.63E-01	R262 <=> R377
0.000653947	0.285016029	-2.84E-01	2.29E-03	R263 <=> R356
0.000653947	0.007976398	-7.32E-03	7.58E-02	R263 <=> R304
0.000653947	0.086320921	-8.57E-02	7.52E-03	R264 <=> R99
0.000653947	4.280116852	-4.28E+00	1.53E-04	R266 <=> R126
0.000653947	0.449467826	-4.49E-01	1.45E-03	R266 <=> R100
0.000653947	0.245089952	-2.44E-01	2.66E-03	R269 <=> R139
0.000653947	0.000110106	5.44E-04	8.56E-01	R269 <=> R153
0.000653947	0.066529315	-6.59E-02	9.73E-03	R270 <=> R354
0.000653947	2.20057E-07	6.54E-04	1.00E+00	R270 <=> R299
0.000653947	1.53133E-07	6.54E-04	1.00E+00	R271 <=> R101
0.000653947	4.85245E-09	6.54E-04	1.00E+00	R271 <=> R152
0.000653947	0.000749361	-9.54E-05	4.66E-01	R273 <=> R127
0.000653947	1.61952E-06	6.52E-04	9.98E-01	R273 <=> R102
0.000653947	0.00046867	1.85E-04	5.83E-01	R274 <=> R73
0.000653947	0.001028425	-3.74E-04	3.89E-01	R274 <=> R335
0.000653947	0.109352208	-1.09E-01	5.94E-03	R276 <=> R256
0.000653947	0.000589904	6.40E-05	5.26E-01	R276 <=> R249
0.000653947	3.49542E-06	6.50E-04	9.95E-01	R278 <=> R376
0.000653947	7.78286E-05	5.76E-04	8.94E-01	R278 <=> R311
0.000653947	0.001644363	-9.90E-04	2.85E-01	R280 <=> R81
0.000653947	0.000992171	-3.38E-04	3.97E-01	R280 <=> R184
0.000653947	2.9755E-06	6.51E-04	9.95E-01	R282 <=> R243
0.000653947	0.044994475	-4.43E-02	1.43E-02	R282 <=> R149
0.000653947	0.032966723	-3.23E-02	1.95E-02	R285 <=> R84
0.000653947	0.000252522	4.01E-04	7.21E-01	R285 <=> R344
0.000653947	3.46659E-06	6.50E-04	9.95E-01	R287 <=> R260
0.000653947	9.02254E-09	6.54E-04	1.00E+00	R287 <=> R284
0.000653947	2.55127E-05	6.28E-04	9.62E-01	R290 <=> R244
0.000653947	0.001492909	-8.39E-04	3.05E-01	R290 <=> R156
0.000653947	0.000109903	5.44E-04	8.56E-01	R292 <=> R85
0.000653947	6.17768E-05	5.92E-04	9.14E-01	R292 <=> R220
0.000653947	0.000137191	5.17E-04	8.27E-01	R294 <=> R373
0.000653947	0.004301672	-3.65E-03	1.32E-01	R294 <=> R305
0.000653947	5.48772E-07	6.53E-04	9.99E-01	R296 <=> R254
0.000653947	5.51381E-08	6.54E-04	1.00E+00	R296 <=> R231
0.000653947	0.07865938	-7.80E-02	8.25E-03	R300 <=> R74
0.000653947	0.0013844	-7.30E-04	3.21E-01	R300 <=> R343
0.000653947	9.9414E-05	5.55E-04	8.68E-01	R305 <=> R294
0.000653947	7.46238E-07	6.53E-04	9.99E-01	R305 <=> R257
0.000653947	5.98822E-06	6.48E-04	9.91E-01	R308 <=> R82
0.000653947	1.64483E-05	6.37E-04	9.75E-01	R308 <=> R193
0.000653947	0.005494725	-4.84E-03	1.06E-01	R311 <=> R278
0.000653947	0.026119381	-2.55E-02	2.44E-02	R311 <=> R202
0.000653947	3.49319E-08	6.54E-04	1.00E+00	R314 <=> R73
0.000653947	5469.906114	-5.47E+03	1.20E-07	R315 <=> R114
0.000653947	0.887246516	-8.87E-01	7.37E-04	R315 <=> R74
0.000653947	0.000868233	-2.14E-04	4.30E-01	R316 <=> R81
0.000653947	0.292455281	-2.92E-01	2.23E-03	R317 <=> R116
0.000653947	0.003996367	-3.34E-03	1.41E-01	R317 <=> R82
0.000653947	0.001378046	-7.24E-04	3.22E-01	R318 <=> R84
0.000653947	8.31303E-09	6.54E-04	1.00E+00	R319 <=> R85
4.27647E-07	6.39434E-08	3.64E-07	8.70E-01	R0 + R16 <=> R92
4.27647E-07	3.19059E-05	-3.15E-05	1.32E-02	R0 + R29 <=> R94
4.27647E-07	1.13685E-09	4.27E-07	9.97E-01	R0 + R44 <=> R96
4.27647E-07	1.45041E-07	2.83E-07	7.47E-01	R0 + R56 <=> R98
4.27647E-07	3.5538E-06	-3.13E-06	1.07E-01	R0 + R62 <=> R100
4.27647E-07	6.46123E-10	4.27E-07	9.98E-01	R0 + R66 <=> R102
4.27647E-07	7.97072E-11	4.28E-07	1.00E+00	R0 + R71 <=> R104
4.27647E-07	1.36726E-06	-9.40E-07	2.38E-01	R0 + R88 <=> R106
4.27647E-07	3.37984E-09	4.24E-07	9.92E-01	R0 + R91 <=> R108
4.27647E-07	5.58609E-09	4.22E-07	9.87E-01	R0 + R92 <=> R380
4.27647E-07	1.85267E-07	2.42E-07	6.98E-01	R0 + R93 <=> R381
4.27647E-07	4.66549E-11	4.28E-07	1.00E+00	R0 + R94 <=> R381
4.27647E-07	2.70259E-09	4.25E-07	9.94E-01	R0 + R95 <=> R382
4.27647E-07	1.40682E-06	-9.79E-07	2.33E-01	R0 + R96 <=> R382
4.27647E-07	1.17714E-08	4.16E-07	9.73E-01	R0 + R97 <=> R383
4.27647E-07	2.2093E-09	4.25E-07	9.95E-01	R0 + R98 <=> R383
4.27647E-07	8.31421E-10	4.27E-07	9.98E-01	R0 + R99 <=> R384
4.27647E-07	7.72519E-11	4.28E-07	1.00E+00	R0 + R100 <=> R384
4.27647E-07	2.61786E-05	-2.58E-05	1.61E-02	R0 + R105 <=> R385
4.27647E-07	1.27391E-07	3.00E-07	7.70E-01	R0 + R106 <=> R385
4.27647E-07	0.000449244	-4.49E-04	9.51E-04	R0 + R107 <=> R386
4.27647E-07	2.26569E-05	-2.22E-05	1.85E-02	R0 + R108 <=> R386
4.27647E-07	3.65379E-07	6.23E-08	5.39E-01	R0 + R118 <=> R122
4.27647E-07	3.45385E-06	-3.03E-06	1.10E-01	R0 + R121 <=> R387
4.27647E-07	3.21599E-09	4.24E-07	9.93E-01	R0 + R122 <=> R388
4.27647E-07	8.33247E-06	-7.90E-06	4.88E-02	R0 + R131 <=> R135
4.27647E-07	1.01742E-05	-9.75E-06	4.03E-02	R0 + R134 <=> R389
4.27647E-07	3.41108E-09	4.24E-07	9.92E-01	R0 + R135 <=> R390
4.27647E-07	3.42463E-11	4.28E-07	1.00E+00	R0 + R141 <=> R145
4.27647E-07	1.57754E-09	4.26E-07	9.96E-01	R0 + R150 <=> R153
4.27647E-07	1.42134E-07	2.86E-07	7.51E-01	R0 + R164 <=> R167
4.27647E-07	2.56412E-08	4.02E-07	9.43E-01	R0 + R166 <=> R391
4.27647E-07	1.3843E-09	4.26E-07	9.97E-01	R0 + R167 <=> R392
4.27647E-07	2.11578E-09	4.26E-07	9.95E-01	R0 + R171 <=> R174
4.27647E-07	4.95099E-08	3.78E-07	8.96E-01	R0 + R184 <=> R389
4.27647E-07	2.07911E-09	4.26E-07	9.95E-01	R0 + R190 <=> R194
4.27647E-07	1.9483E-05	-1.91E-05	2.15E-02	R0 + R206 <=> R209
4.27647E-07	1.37502E-07	2.90E-07	7.57E-01	R0 + R249 <=> R391
4.27647E-07	1.1996E-05	-1.16E-05	3.44E-02	R0 + R265 <=> R268
4.27647E-07	3.64372E-07	6.33E-08	5.40E-01	R0 + R275 <=> R298
4.27647E-07	2.97634E-08	3.98E-07	9.35E-01	R0 + R277 <=> R299
4.27647E-07	8.44291E-08	3.43E-07	8.35E-01	R0 + R281 <=> R302
4.27647E-07	1.36474E-06	-9.37E-07	2.39E-01	R0 + R283 <=> R304
4.27647E-07	0.006284857	-6.28E-03	6.80E-05	R0 + R326 <=> R362
4.27647E-07	0.00522354	-5.22E-03	8.19E-05	R0 + R327 <=> R363
4.27647E-07	0.012930807	-1.29E-02	3.31E-05	R0 + R328 <=> R364
4.27647E-07	7.32058E-08	3.54E-07	8.54E-01	R0 + R333 <=> R365
4.27647E-07	8.53001E-09	4.19E-07	9.80E-01	R0 + R335 <=> R393
4.27647E-07	2.99366E-10	4.27E-07	9.99E-01	R0 + R336 <=> R366
4.27647E-07	1.39157E-07	2.88E-07	7.54E-01	R0 + R337 <=> R367
4.27647E-07	5.42169E-06	-4.99E-06	7.31E-02	R0 + R338 <=> R368
4.27647E-07	1.08289E-10	4.28E-07	1.00E+00	R0 + R370 <=> R377
4.27647E-07	0.014749471	-1.47E-02	2.90E-05	R0 + R370 <=> R378
4.27647E-07	4.38343E-06	-3.96E-06	8.89E-02	R1 + R16 <=> R93
4.27647E-07	1.85556E-05	-1.81E-05	2.25E-02	R1 + R29 <=> R121
4.27647E-07	0.000327342	-3.27E-04	1.30E-03	R1 + R44 <=> R184
4.27647E-07	3.47888E-05	-3.44E-05	1.21E-02	R1 + R56 <=> R220
4.27647E-07	2.4704E-05	-2.43E-05	1.70E-02	R1 + R62 <=> R231
4.27647E-07	0.007809344	-7.81E-03	5.48E-05	R1 + R88 <=> R249
4.27647E-07	2.60824E-05	-2.57E-05	1.61E-02	R1 + R91 <=> R284
4.27647E-07	1.27004E-05	-1.23E-05	3.26E-02	R1 + R92 <=> R381
4.27647E-07	0.006586851	-6.59E-03	6.49E-05	R1 + R93 <=> R388
4.27647E-07	2.00866E-06	-1.58E-06	1.76E-01	R1 + R94 <=> R387
4.27647E-07	1.78521E-05	-1.74E-05	2.34E-02	R1 + R95 <=> R390
4.27647E-07	0.014255718	-1.43E-02	3.00E-05	R1 + R96 <=> R389
4.27647E-07	0.011483384	-1.15E-02	3.72E-05	R1 + R105 <=> R392
4.27647E-07	0.000785369	-7.85E-04	5.44E-04	R1 + R106 <=> R391
4.27647E-07	0.001111076	-1.11E-03	3.85E-04	R1 + R118 <=> R335
4.27647E-07	0.023004351	-2.30E-02	1.86E-05	R1 + R121 <=> R393
4.27647E-07	2.59388E-05	-2.55E-05	1.62E-02	R1 + R122 <=> R393
4.27647E-07	0.023932895	-2.39E-02	1.79E-05	R1 + R131 <=> R344
4.27647E-07	0.207485318	-2.07E-01	2.06E-06	R1 + R164 <=> R349
4.27647E-07	31198.13711	-3.12E+04	1.37E-11	R1 + R326 <=> R369
4.27647E-07	0.022543311	-2.25E-02	1.90E-05	R326 + R1 <=> R379
4.27647E-07	0.000835316	-8.35E-04	5.12E-04	R2 + R16 <=> R95
4.27647E-07	4.12133E-06	-3.69E-06	9.40E-02	R2 + R29 <=> R134
4.27647E-07	7.97243E-06	-7.54E-06	5.09E-02	R2 + R44 <=> R193
4.27647E-07	0.000508202	-5.08E-04	8.41E-04	R2 + R88 <=> R257
4.27647E-07	3.53048E-05	-3.49E-05	1.20E-02	R2 + R92 <=> R382
4.27647E-07	0.003401928	-3.40E-03	1.26E-04	R2 + R93 <=> R390
4.27647E-07	1.31421E-06	-8.87E-07	2.46E-01	R2 + R94 <=> R389
4.27647E-07	0.000413156	-4.13E-04	1.03E-03	R2 + R118 <=> R343
4.27647E-07	4.2283E-05	-4.19E-05	1.00E-02	R3 + R16 <=> R97
4.27647E-07	6.8314E-07	-2.55E-07	3.85E-01	R3 + R29 <=> R144
4.27647E-07	7.78394E-06	-7.36E-06	5.21E-02	R3 + R92 <=> R383
4.27647E-07	0.000807353	-8.07E-04	5.29E-04	R4 + R16 <=> R99
4.27647E-07	4.32395E-07	-4.75E-09	4.97E-01	R4 + R29 <=> R152
4.27647E-07	1.04975E-05	-1.01E-05	3.91E-02	R4 + R92 <=> R384
4.27647E-07	2.53488E-05	-2.49E-05	1.66E-02	R5 + R16 <=> R101
4.27647E-07	7.85701E-07	-3.58E-07	3.52E-01	R6 + R16 <=> R103
4.27647E-07	0.010301741	-1.03E-02	4.15E-05	R13 + R16 <=> R105
4.27647E-07	118.8535707	-1.19E+02	3.60E-09	R13 + R29 <=> R166
4.27647E-07	6.694041879	-6.69E+00	6.39E-08	R13 + R44 <=> R208
4.27647E-07	1.072440868	-1.07E+00	3.99E-07	R13 + R88 <=> R267
4.27647E-07	4.217559666	-4.22E+00	1.01E-07	R13 + R92 <=> R385
4.27647E-07	26.9877402	-2.70E+01	1.58E-08	R13 + R93 <=> R392
4.27647E-07	0.095516302	-9.55E-02	4.48E-06	R13 + R94 <=> R391
4.27647E-07	16.43432927	-1.64E+01	2.60E-08	R13 + R118 <=> R348
4.27647E-07	0.002294418	-2.29E-03	1.86E-04	R14 + R16 <=> R107
4.27647E-07	0.027551329	-2.76E-02	1.55E-05	R14 + R29 <=> R173
4.27647E-07	16.11980058	-1.61E+01	2.65E-08	R14 + R92 <=> R386
4.27647E-07	0.009984413	-9.98E-03	4.28E-05	R15 + R16 <=> R320
4.27647E-07	135.9445135	-1.36E+02	3.15E-09	R16 + R16 <=> R321
4.27647E-07	0.090053364	-9.01E-02	4.75E-06	R26 + R16 <=> R322
4.27647E-07	0.011441193	-1.14E-02	3.74E-05	R27 + R16 <=> R323
0.000653947	0.199619101	-1.99E-01	3.27E-03	R16 <=> R27
0.000653947	0.511269828	-5.11E-01	1.28E-03	R29 <=> R30
0.000653947	0.017795337	-1.71E-02	3.54E-02	R44 <=> R119
0.000653947	0.026776495	-2.61E-02	2.38E-02	R56 <=> R132
0.000653947	0.005002431	-4.35E-03	1.16E-01	R62 <=> R165
0.000653947	0.052905248	-5.23E-02	1.22E-02	R66 <=> R172
0.000653947	0.005865721	-5.21E-03	1.00E-01	R71 <=> R142
0.000653947	0.297339877	-2.97E-01	2.19E-03	R75 <=> R357
0.000653947	0.005565972	-4.91E-03	1.05E-01	R79 <=> R161
0.000653947	0.427284928	-4.27E-01	1.53E-03	R83 <=> R359
0.000653947	2.340351841	-2.34E+00	2.79E-04	R88 <=> R110
0.000653947	0.008027939	-7.37E-03	7.53E-02	R91 <=> R124
0.000653947	0.000194624	4.59E-04	7.71E-01	R92 <=> R86
0.000653947	0.058919451	-5.83E-02	1.10E-02	R93 <=> R87
0.000653947	5.09355E-07	6.53E-04	9.99E-01	R94 <=> R89
0.000653947	8.59062E-07	6.53E-04	9.99E-01	R95 <=> R163
0.000653947	0.000121276	5.33E-04	8.44E-01	R96 <=> R246
0.000653947	3.39351E-05	6.20E-04	9.51E-01	R97 <=> R205
0.000653947	4.02447E-07	6.54E-04	9.99E-01	R98 <=> R255
0.000653947	4.95415E-06	6.49E-04	9.92E-01	R99 <=> R264
0.000653947	9.51451E-07	6.53E-04	9.99E-01	R100 <=> R266
0.000653947	2.792641026	-2.79E+00	2.34E-04	R101 <=> R271
0.000653947	0.264056844	-2.63E-01	2.47E-03	R102 <=> R273
0.000653947	0.000674731	-2.08E-05	4.92E-01	R103 <=> R226
0.000653947	0.000330065	3.24E-04	6.65E-01	R104 <=> R261
0.000653947	0.000653947	0.00E+00	5.00E-01	R105 <=> R105
0.000653947	0.000273822	3.80E-04	7.05E-01	R106 <=> R242
0.000653947	0.273454291	-2.73E-01	2.39E-03	R107 <=> R166
0.000653947	0.001524845	-8.71E-04	3.00E-01	R108 <=> R251
0.000653947	139.8785543	-1.40E+02	4.68E-06	R118 <=> R109
0.000653947	1.519996934	-1.52E+00	4.30E-04	R121 <=> R90
0.000653947	0.00102559	-3.72E-04	3.89E-01	R122 <=> R241
0.000653947	287.529255	-2.88E+02	2.27E-06	R131 <=> R123
0.000653947	0.185451139	-1.85E-01	3.51E-03	R134 <=> R170
0.000653947	0.000625115	2.88E-05	5.11E-01	R135 <=> R250
0.000653947	0.00833662	-7.68E-03	7.27E-02	R141 <=> R136
0.000653947	0.053541991	-5.29E-02	1.21E-02	R144 <=> R212
0.000653947	0.146797034	-1.46E-01	4.44E-03	R145 <=> R258
0.000653947	0.0296835	-2.90E-02	2.16E-02	R150 <=> R168
0.000653947	88.13003556	-8.81E+01	7.42E-06	R152 <=> R271
0.000653947	0.00388397	-3.23E-03	1.44E-01	R153 <=> R269
0.000653947	8.04673282	-8.05E+00	8.13E-05	R157 <=> R175
0.000653947	307.508245	-3.08E+02	2.13E-06	R160 <=> R146
0.000653947	1.102459991	-1.10E+00	5.93E-04	R164 <=> R326
0.000653947	1.56387E-06	6.52E-04	9.98E-01	R166 <=> R107
0.000653947	0.432427529	-4.32E-01	1.51E-03	R167 <=> R370
0.000653947	0.15874052	-1.58E-01	4.10E-03	R171 <=> R328
0.000653947	0.000653947	0.00E+00	5.00E-01	R173 <=> R173
0.000653947	0.391877106	-3.91E-01	1.67E-03	R174 <=> R372
0.000653947	0.000431021	2.23E-04	6.03E-01	R184 <=> R280
0.000653947	250.4571033	-2.50E+02	2.61E-06	R190 <=> R336
0.000653947	0.025999497	-2.53E-02	2.45E-02	R193 <=> R308
0.000653947	0.040438889	-3.98E-02	1.59E-02	R194 <=> R374
0.000653947	1.932648175	-1.93E+00	3.38E-04	R199 <=> R345
0.000653947	5.387276336	-5.39E+00	1.21E-04	R203 <=> R350
0.000653947	3.998351147	-4.00E+00	1.64E-04	R206 <=> R327
0.000653947	7.34448E-05	5.81E-04	8.99E-01	R208 <=> R322
0.000653947	0.000116678	5.37E-04	8.49E-01	R209 <=> R371
0.000653947	0.006360499	-5.71E-03	9.32E-02	R213 <=> R339
0.000653947	0.006922445	-6.27E-03	8.63E-02	R220 <=> R292
0.000653947	13.00887556	-1.30E+01	5.03E-05	R227 <=> R329
0.000653947	7.7559137	-7.76E+00	8.43E-05	R231 <=> R296
0.000653947	168.7644192	-1.69E+02	3.87E-06	R234 <=> R331
0.000653947	0.000724943	-7.10E-05	4.74E-01	R249 <=> R276
0.000653947	0.573070385	-5.72E-01	1.14E-03	R257 <=> R305
0.000653947	0.510799935	-5.10E-01	1.28E-03	R265 <=> R394
0.000653947	1.376194882	-1.38E+00	4.75E-04	R267 <=> R321
0.000653947	0.006947973	-6.29E-03	8.60E-02	R268 <=> R395
0.000653947	0.529465271	-5.29E-01	1.23E-03	R272 <=> R396
0.000653947	159.2585135	-1.59E+02	4.11E-06	R275 <=> R337
0.000653947	14.7296825	-1.47E+01	4.44E-05	R277 <=> R169
0.000653947	18.16831812	-1.82E+01	3.60E-05	R279 <=> R361
0.000653947	3.256553055	-3.26E+00	2.01E-04	R281 <=> R137
0.000653947	13.82347583	-1.38E+01	4.73E-05	R283 <=> R151
0.000653947	47.39760743	-4.74E+01	1.38E-05	R284 <=> R287
0.000653947	1.672656983	-1.67E+00	3.91E-04	R286 <=> R346
0.000653947	43.27032652	-4.33E+01	1.51E-05	R288 <=> R176
0.000653947	0.045746041	-4.51E-02	1.41E-02	R291 <=> R158
0.000653947	1.115728685	-1.12E+00	5.86E-04	R293 <=> R147
0.000653947	0.033610017	-3.30E-02	1.91E-02	R295 <=> R358
0.000653947	8.456694653	-8.46E+00	7.73E-05	R297 <=> R155
0.000653947	0.478052329	-4.77E-01	1.37E-03	R298 <=> R375
0.000653947	1.943348536	-1.94E+00	3.36E-04	R299 <=> R270
0.000653947	0.233637796	-2.33E-01	2.79E-03	R301 <=> R340
0.000653947	0.027908614	-2.73E-02	2.29E-02	R302 <=> R259
0.000653947	5.3614E-05	6.00E-04	9.24E-01	R304 <=> R263
0.000653947	0.01594952	-1.53E-02	3.94E-02	R306 <=> R332
0.000653947	0.30594447	-3.05E-01	2.13E-03	R309 <=> R330
0.000653947	16.92549591	-1.69E+01	3.86E-05	R312 <=> R154
0.000653947	0.002874672	-2.22E-03	1.85E-01	R320 <=> R348
0.000653947	3.10746E-07	6.54E-04	1.00E+00	R321 <=> R267
0.000653947	0.005822697	-5.17E-03	1.01E-01	R322 <=> R208
0.000653947	8.91274E-07	6.53E-04	9.99E-01	R323 <=> R233
0.000653947	3.87902E-07	6.54E-04	9.99E-01	R326 <=> R164
0.000653947	1.06956E-07	6.54E-04	1.00E+00	R327 <=> R206
0.000653947	2.694E-06	6.51E-04	9.96E-01	R328 <=> R171
0.000653947	3.28735E-08	6.54E-04	1.00E+00	R329 <=> R227
0.000653947	1.39779E-06	6.53E-04	9.98E-01	R330 <=> R309
0.000653947	2.53399E-09	6.54E-04	1.00E+00	R331 <=> R234
0.000653947	2.68125E-05	6.27E-04	9.61E-01	R332 <=> R306
0.000653947	0.008713122	-8.06E-03	6.98E-02	R333 <=> R256
0.000653947	1.10543E-06	6.53E-04	9.98E-01	R334 <=> R376
0.000653947	0.000415827	2.38E-04	6.11E-01	R335 <=> R274
0.000653947	1.70746E-09	6.54E-04	1.00E+00	R336 <=> R190
0.000653947	2.68524E-09	6.54E-04	1.00E+00	R337 <=> R275
0.000653947	4.85554E-07	6.53E-04	9.99E-01	R338 <=> R243
0.000653947	6.72348E-05	5.87E-04	9.07E-01	R339 <=> R213
0.000653947	1.83038E-06	6.52E-04	9.97E-01	R340 <=> R301
0.000653947	0.000130061	5.24E-04	8.34E-01	R341 <=> R260
0.000653947	7.32732E-08	6.54E-04	1.00E+00	R342 <=> R244
0.000653947	0.000308904	3.45E-04	6.79E-01	R343 <=> R300
0.000653947	0.001693505	-1.04E-03	2.79E-01	R344 <=> R285
0.000653947	2.21275E-07	6.54E-04	1.00E+00	R345 <=> R199
0.000653947	2.55669E-07	6.54E-04	1.00E+00	R346 <=> R286
0.000653947	0.000212014	4.42E-04	7.55E-01	R347 <=> R373
0.000653947	0.000148764	5.05E-04	8.15E-01	R348 <=> R320
0.000653947	2.72102E-05	6.27E-04	9.60E-01	R349 <=> R377
0.000653947	7.93809E-08	6.54E-04	1.00E+00	R350 <=> R203
0.000653947	7.02165E-06	6.47E-04	9.89E-01	R351 <=> R378
0.000653947	5.76651E-06	6.48E-04	9.91E-01	R352 <=> R254
